run_id,timestep,agent_id,role,x,y,status,degree,avg_snr_db,avg_rate_mbps
run_heuristic_dara_42,0,0,ground_a,0.0,0.0,active,1,50.8489642297816,168.91672152318014
run_heuristic_dara_42,0,1,ground_b,200.0,0.0,active,1,50.8489642297816,168.91672152318014
run_heuristic_dara_42,0,2,relay,25.0,0.0,active,2,54.245029602382324,180.19815958783795
run_heuristic_dara_42,0,3,relay,50.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,0,4,relay,75.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,0,5,relay,100.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,0,6,relay,125.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,0,7,relay,150.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,0,8,relay,175.0,0.0,active,2,54.245029602382324,180.19815958783795
run_heuristic_dara_42,1,0,ground_a,0.0,0.0,active,1,50.8489642297816,168.91672152318014
run_heuristic_dara_42,1,1,ground_b,200.0,0.0,active,1,50.8489642297816,168.91672152318014
run_heuristic_dara_42,1,2,relay,25.0,0.0,active,2,54.245029602382324,180.19815958783795
run_heuristic_dara_42,1,3,relay,50.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,1,4,relay,75.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,1,5,relay,100.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,1,6,relay,125.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,1,7,relay,150.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,1,8,relay,175.0,0.0,active,2,54.245029602382324,180.19815958783795
run_heuristic_dara_42,2,0,ground_a,0.0,0.0,active,1,50.8489642297816,168.91672152318014
run_heuristic_dara_42,2,1,ground_b,200.0,0.0,active,1,50.8489642297816,168.91672152318014
run_heuristic_dara_42,2,2,relay,25.0,0.0,active,2,54.245029602382324,180.19815958783795
run_heuristic_dara_42,2,3,relay,50.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,2,4,relay,75.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,2,5,relay,100.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,2,6,relay,125.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,2,7,relay,150.0,0.0,active,2,50.8489642297816,168.91672152318014
run_heuristic_dara_42,2,8,relay,175.0,0.0,active,2,54.245029602382324,180.19815958783795
run_heuristic_dara_42,3,0,ground_a,0.0,0.0,active,1,50.8489642297816,168.91672152318014
