run_id,timestep,agent_id,role,x,y,status,degree,avg_snr_db,avg_rate_mbps
run_heuristic_dara_1000,0,0,ground_a,0.0,0.0,active,1,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,0,1,ground_b,134.39999999999998,0.0,active,1,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,0,2,relay,22.399999999999995,0.0,active,2,55.004846787066356,182.72220888535537
run_heuristic_dara_1000,0,3,relay,44.79999999999999,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,0,4,relay,67.19999999999999,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,0,5,relay,89.59999999999998,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,0,6,relay,111.99999999999999,0.0,active,2,55.004846787066356,182.72220888535537
run_heuristic_dara_1000,1,0,ground_a,0.0,0.0,active,1,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,1,1,ground_b,134.39999999999998,0.0,active,1,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,1,2,relay,22.399999999999995,0.0,active,2,55.004846787066356,182.72220888535537
run_heuristic_dara_1000,1,3,relay,44.79999999999999,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,1,4,relay,67.19999999999999,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,1,5,relay,89.59999999999998,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,1,6,relay,111.99999999999999,0.0,active,2,55.004846787066356,182.72220888535537
run_heuristic_dara_1000,2,0,ground_a,0.0,0.0,active,1,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,2,1,ground_b,134.39999999999998,0.0,active,1,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,2,2,relay,22.399999999999995,0.0,active,2,55.004846787066356,182.72220888535537
run_heuristic_dara_1000,2,3,relay,44.79999999999999,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,2,4,relay,67.19999999999999,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,2,5,relay,89.59999999999998,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,2,6,relay,111.99999999999999,0.0,active,2,55.004846787066356,182.72220888535537
run_heuristic_dara_1000,3,0,ground_a,0.0,0.0,active,1,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,3,1,ground_b,134.39999999999998,0.0,active,1,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,3,2,relay,22.399999999999995,0.0,active,2,55.004846787066356,182.72220888535537
run_heuristic_dara_1000,3,3,relay,44.79999999999999,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,3,4,relay,67.19999999999999,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,3,5,relay,89.59999999999998,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,3,6,relay,111.99999999999999,0.0,active,2,55.004846787066356,182.72220888535537
run_heuristic_dara_1000,4,0,ground_a,0.0,0.0,active,1,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,4,1,ground_b,134.39999999999998,0.0,active,1,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,4,2,relay,22.399999999999995,0.0,active,2,55.004846787066356,182.72220888535537
run_heuristic_dara_1000,4,3,relay,44.79999999999999,0.0,active,2,51.319374811716415,170.47937947110617
run_heuristic_dara_1000,4,4,relay,67.19999999999999,0.0,active,2,51.319374811716415,170.47937947110617
